"","XX_rep2","XX_rep4","XX_rep6","XX_rep8","XX_rep9","XX_rep10","Xm_rep1","Xm_rep2","Xm_rep4","Xm_rep11","Xm_rep12","Xm_rep14","Xp_rep2","Xp_rep4","Xp_rep5","Xp_rep6","Xp_rep7","Xp_rep10"
"226125_at",6.25847571771403,7.26168018271957,6.97181733379242,5.5185940870492,6.78164976057261,6.649075304151,6.66396869342429,7.30302319164419,6.41248897568959,7.3363583220687,6.74621915093945,7.38354545392038,7.74951593841483,7.64433433460511,7.01047636155046,6.7716337904679,7.2060406994906,6.47261634794765
"233775_x_at",6.96472353874092,7.03640340907208,7.10078886052945,7.21222143801007,7.62682353212024,7.623005912548,7.97300855330133,8.05719326500132,8.44141012661846,6.08138496525285,6.98055206340641,7.20630155857823,8.20378263637681,6.31446487926763,7.19490762064498,7.12727105935335,7.51386858619499,6.0700314510059
"221963_x_at",7.14609009868522,7.33457208369861,6.77135112018444,7.35147985040172,6.81080373588839,8.1093215924815,7.98801381361499,8.03355372645524,7.74657489423894,6.9172126608855,6.94732816547971,7.10990724171412,7.76087560584903,6.84712591788891,6.95885470905674,7.40583196562819,7.61457817171866,6.76605702502731
"242121_at",8.95984737003242,9.57945693562902,9.3682716566997,9.64864338796218,10.114925780395,10.6641997304484,10.2468458310033,10.4002171812515,10.5320561286381,8.1197298822677,9.43301001856996,9.29388549195125,10.8402590043633,8.30942676851448,9.12541780721225,10.0780281564574,10.6583461974017,7.8205237100716
"203975_s_at",6.35606228457479,6.28386475648109,6.50706097630146,6.06655173511312,6.74607183914864,7.09510440291335,7.43205716692053,7.31018235199762,7.35056646003607,6.24168308337772,6.20988437777771,6.55638713785075,7.64940491649329,6.6012341253511,6.30768633155261,6.33439378607125,6.75441495144915,6.30552360600466
"232478_at",5.88299112036396,4.97089588857326,5.16802388120774,4.57035110455433,5.56320191998533,5.04226024773485,6.01801065923483,6.05432539746009,5.59411108144319,5.44548759421416,5.76700857591693,5.50207427524119,5.16133460145924,4.82351457294535,5.28836577710046,5.8760068786189,6.00042193095097,5.4496593632413
"243648_at",5.75753516520995,6.2593935531309,6.44999000982667,7.03447651681361,6.96374035612746,8.31550219727396,7.5608124705852,7.93052244176195,7.71716901595416,5.58102465818265,5.79287940063326,6.16240892506804,7.8903691533542,6.44151270636473,5.30891525049277,6.43160627712482,6.566319053858,5.1355447755991
"215318_at",6.59844940805484,6.84836769122453,5.80272418700836,6.64206832656504,6.98511215709446,6.66325119593537,7.73488781418481,6.87371811845131,6.90541700270759,5.72719859013534,7.13276701079684,6.88775029800789,7.01237588793799,6.20908774817067,7.44456351901741,7.06390191358346,7.39440803745845,5.33407938953077
"216125_s_at",7.31009281198218,7.81676134456503,7.4836594571822,7.53359387478482,7.43710279596736,6.54084529812608,6.96881032934628,7.7580350757489,5.97289773599163,7.42164680879308,7.40303247058581,6.96492652075872,5.86158097921888,7.6888083842743,7.6808611823598,7.39623754256263,6.44461529215233,7.4313459373647
"215009_s_at",7.4870282367702,8.74720460532514,8.25948569342999,8.90214533954163,8.63982209810981,9.61492952465343,8.97591877170997,9.26703893353416,8.23397494954782,8.18763842531503,8.40100973608018,8.55849045970382,9.20703832935653,8.43210565204394,8.11770335254504,8.67533879540445,8.40448904959278,7.80255612380225
"225055_at",7.10688268763034,7.08052846150846,7.60064637803729,7.2938078316619,7.45082462694402,7.32643600630207,7.80359630172438,7.74827087921232,7.52011936871311,6.98744285602353,6.76359790331645,6.98371766022779,7.14902655562171,6.60199397118814,6.83270868926823,6.77496326821555,7.12550524538042,6.71238552450619
"229926_at",5.14129994682192,5.86877103620203,5.02726274885365,5.56028567070944,5.71646873206341,6.28323551450362,6.16857692335702,6.31646942791785,5.69088606408494,5.15441687019538,5.42494515344139,5.62898845904505,6.20002070529868,5.0458887035726,5.36258853649441,5.33015284486326,6.10163288843666,5.70570480563057
"226663_at",8.37174785100597,8.52971672036986,8.31834166097132,9.85740128706751,9.1107900355457,10.220216728624,10.0423885787473,10.4123551315902,9.57419435296192,7.8982976651201,8.77574551074123,9.08338267769739,10.1135872349098,8.96576932595414,9.31901127965482,9.34684041730218,9.3460341818535,7.94581904478653
"235171_at",5.15204362269965,5.93303531809722,5.3579794246053,6.15059013881999,5.33103027588922,5.08826075395311,7.09693328658505,5.83846959634236,5.14212555117196,5.98703315945413,5.51112098318075,4.82333934546701,5.15815546305335,5.2048043161015,5.36753197595259,5.90938529472316,5.14918082506141,6.87143847698257
"238055_at",7.91945500638768,7.81645510017391,7.61245884007905,7.88016695699433,8.61713584949312,8.43385322180043,8.68156649698537,8.90901990289116,8.53081596826219,7.68318753316376,8.28172117922329,8.29406697298739,8.55747171602339,7.71146892215886,8.39581302790728,7.89674520051432,8.74176086475019,7.59880011916404
"225567_at",7.39611542110868,8.46784126105368,8.71652991107027,8.50366529559242,7.98830030715455,7.2425085444715,7.57619765399461,7.285478295206,7.42607756026046,8.12466058889253,7.61119005481517,7.59196656867497,6.68281777078079,8.04762137174163,7.668294727276,7.37359283269661,7.82727018500296,8.21540053742462
"238360_s_at",6.47191949157375,5.65509721415686,6.11419753594569,6.18445537245177,7.12915773466016,6.63530941261322,7.9124737782934,7.410025318892,7.64354315760693,6.37471132854146,7.06857285392964,6.51687338365931,6.92298851065655,6.24576737789887,6.85147453291228,6.30814454121225,7.63431489727684,6.37789691163806
"242518_at",5.07661410930362,5.50007598959191,4.54186561593512,5.59505062954398,5.43667732198297,6.49316117638132,6.97550874260046,7.07613188265297,7.17246858589074,5.12300825859472,6.28116979603069,6.56754501403058,6.93022118537778,6.16301097155612,6.30358786918294,5.91580107917324,6.76058480840451,5.335909252697
"227591_at",7.11052817605485,7.40766708405912,6.76697283983251,7.47318523079647,7.57168769692655,8.25434389197474,7.69966091791837,8.58190059021218,8.0529451581516,6.77431295290061,7.47498840495378,7.45388026687748,8.04428528782169,7.21575035436486,7.26812553943376,7.42423008351829,8.06079974463424,6.99247946214329
"229040_at",8.28137426697895,9.07529159452844,8.78796611670327,9.19124375153743,9.19894972871891,10.2737219221609,9.10139179061332,9.55825124146131,9.82543106416951,8.78620634682223,9.08480416700118,8.98636084690674,9.87372997782463,8.92084767541944,8.46748924857275,8.70099916754567,9.48989252083459,8.53437212354615
"1558906_a_at",5.16934399792584,5.368896977925,5.50989321271316,5.78886601573945,4.71970640255473,4.48628508386494,5.20384491675135,5.83602331142524,5.55617224684628,5.16520097779107,4.86598947126742,5.50876629541623,4.99930422609833,5.55047553328555,5.19781420733723,4.73697695489264,4.79622504683484,5.31648238687321
"1569004_at",7.15245769955797,6.3772908461683,7.02772579695874,7.22158148674553,6.3346640952438,6.5746992544204,7.36797882787508,6.91890247257714,7.50484623795778,6.32824652443766,5.85065442162281,6.60425920735041,6.41770723012347,6.49216473910695,5.93297715784157,5.39618404089323,5.5607977782743,5.47566881513327
"234082_at",3.93769228339396,5.32731916131339,4.53155678823414,4.96484901285218,6.13940242508066,5.67353863620577,6.09259852240057,4.09394092449232,4.40604533181096,4.7724273634262,4.25970292351364,4.49327753365563,4.23319026634262,5.059597491794,4.14958563719101,4.25559026381551,4.3361849468979,4.96060880562582
"231819_at",5.70116280947806,6.65202951825107,6.21760581594771,6.77092611452635,5.65188478755609,4.75977297661084,5.1077067742756,5.44376649709816,5.81189739913033,6.42884322110573,5.8019149131318,6.4113463759519,4.7573766116365,7.01864924930971,5.42775302029577,5.30302026203232,5.51064976766948,5.98717687593287
"81737_at",6.88867884408115,6.50113744458395,6.06630565144024,6.6047842294324,7.54061299581458,6.71977759317346,7.49170915071521,7.41576036990643,6.7893585186663,5.46498882900512,6.63861056869514,6.41605179292971,6.63256589166133,6.01823829446522,6.96059114836573,6.97070216963614,6.44614416774038,5.65124189053626
"217625_x_at",6.17381794908906,6.68169364075436,6.73880599435872,7.09607073462517,6.39535073066804,6.77420081922364,6.07299895333947,5.82691891706503,7.06109105995087,6.33467615472356,6.07007861579766,5.81095797085127,6.28634488180459,5.92289104846239,5.93124320027038,6.25744102213605,5.95214681979134,5.7176151221448
"228643_at",4.3517518790887,4.36576190761205,3.36718416874205,4.53032394137751,4.57280060933319,4.4928684576937,4.686358142668,5.41116424184812,4.6839541283497,3.96816743970294,3.87206654055856,4.21867254371245,3.71487595863122,4.19449266966233,4.26342936155563,4.19376843693475,4.27639491273601,3.46361041930114
"220572_at",4.37985373498949,4.2234321577477,4.46890280214238,4.67230808284244,5.05252123134773,5.60489521490362,5.50754078200109,5.15145327721174,5.04997878254242,4.40969503321364,4.17415328320545,4.30242600730966,4.73711295305525,4.27253136786265,4.24381655989893,4.48434022643596,4.56366599875375,3.97984399556817
"229756_at",5.34553548512281,6.16499475719642,6.12453057087664,5.80828874882536,5.23349866393677,5.21401163011739,4.41197964752793,4.40146967000218,5.72957337220217,5.98214407248217,5.53655368520863,5.71002699252501,4.9141077872154,6.40002116333759,5.37229205450464,5.20613523675408,5.67674343670971,6.02704920424782
"1557051_s_at",6.50201596144274,6.34127963411524,6.18186601408779,7.88445744894945,6.71146442723191,8.60439564381712,6.75496034814104,7.36875292833824,7.42175735401854,7.38715386956614,7.1856165235405,8.00534180855541,8.38174860847018,8.19894859149012,7.39238232497106,7.63863090918993,7.61705906625999,6.51348012698449
"1560679_at",6.18065063155721,6.29049637603617,6.26445849355888,6.43940873623252,7.11220541138739,7.75381949439293,5.09012013416618,4.42904204139571,6.35639253731237,7.22188572313343,5.45344613396083,5.03551698990704,6.62703519861955,5.50454883758416,5.50223804633264,5.313646066874,5.76105023280931,5.38827699890335
"227492_at",7.11038546989953,7.1333559328811,4.97117773761081,7.51128746260762,6.27816039883194,5.97462752038295,6.1674737039341,9.10884621914888,8.19976662425251,7.49870472857406,8.66636508048858,8.37898765912824,7.81212602499864,6.5439051118966,7.25539712502758,7.02138563166622,7.37527384067936,7.76638686265802
"232096_x_at",6.33789802909847,6.40995680537587,6.21046067237977,6.36849635201982,7.15371776381416,7.68935579270513,7.24126399343274,7.53087255231298,7.98614292526218,5.99610924590694,7.00233552937831,7.02491643695364,7.68871085050934,6.32606066186234,7.17727766733366,6.73364872075954,7.31909294060189,5.69304885125661
"242679_at",6.68189238750529,6.17532324153871,5.86537477688647,6.53945598544666,6.87742009125292,5.66953051588507,5.24953482350561,5.02892941531987,5.10285063079025,5.99224437538255,6.42353356904504,6.38237149359139,5.08079590224512,6.59947057669138,6.34012601693727,6.29892456944872,5.51450876036752,5.54358057979474
"239162_at",5.9715304069344,5.86232588274869,5.56292112941836,5.76104729713441,6.64100016976254,8.1564440314212,6.8512070196414,5.96767440820629,7.63278408949075,5.90367583492938,6.54820683407825,6.98336809354034,7.19972215167158,5.88928292138434,6.8620615776281,6.82261714435399,7.08148161849944,5.64056645787059
"1557733_a_at",7.45458916995196,8.28859075420355,7.43957958864488,7.88963904200127,7.41938558028113,8.40486771518363,8.23257201478661,9.45499560462165,6.84040388836914,8.34140207572971,8.51584506506012,8.62716108638248,8.60370747534616,8.55253717398684,8.28302840412712,7.92608043635369,8.89337125404307,8.11904077810561
"239302_s_at",5.49190524137047,5.78063375926918,4.94517621065617,5.6143465041065,4.42180136495799,5.353123592755,5.26809941628644,5.51738703701675,5.485707487022,5.99370127999356,5.38089048744303,5.95528754599247,4.41843727390224,5.01042891633691,4.90542843979336,5.56392145454137,5.57369749369805,5.79735985794821
"227917_at",7.64544136939949,8.75067191959399,8.50471205879478,7.89816378728118,8.424037334224,7.91321501982273,8.53271072930082,8.12410016546112,8.14786797714814,8.53871770002245,8.82009389939056,9.11755129174232,8.84498865472589,8.36361991228356,8.86725228163366,8.31562094083745,8.46923956953332,8.77425587203224
"232527_at",8.92754221259187,9.64783711027547,9.16667030457591,9.61112192138015,9.87027371480455,10.8077912180874,10.8041582562169,11.0030597238753,10.471651062904,8.89847735578565,10.1944492023779,10.2736162502311,10.7844249044341,9.45845135276806,10.0318550375827,10.2533233942466,10.994972320924,9.17186590320956
"1557685_at",6.27136662067569,5.85914479743109,5.36757638918256,6.00003345506766,6.23008644235244,6.79234633063453,6.48803687993306,6.38025709533056,6.95883047517436,5.44728242448326,6.99875816667796,6.79384125972777,6.01844230270192,6.25769629750739,7.03482962278843,7.03276420123744,6.86521154178727,5.5328856099278
"244443_at",6.52412952995638,7.0911978662047,5.82184449308612,7.31305727869406,6.96483720739425,8.88757571493552,8.14707576507482,8.50377602217775,8.42525343958089,5.54430009538305,7.10616918513209,7.48426749002024,8.26744869225918,7.18124694859179,7.21170344839133,7.5640327744396,7.48069488685194,6.14043898078123
"230776_at",5.03708131763007,5.18871706523733,5.06153970531486,5.22303709477383,4.68155954632726,4.42270407956479,4.59030063289872,5.96314670823173,4.59328552858239,5.60879424975121,4.73169188342229,5.34421678612795,5.08399802533597,5.6881821261512,4.95900017374148,4.75001514044081,5.15417641180274,5.52898552983526
"238665_at",5.93887031462607,5.9404069278893,5.8760068786189,5.54682281425657,6.15443034691229,6.35155795195397,5.81827531249267,5.83846959634236,6.35345787556979,6.83033011620612,6.52962898996144,6.56913216755602,6.41021226544844,6.47256711967274,6.35092773401247,6.45923439319177,7.04998500355831,7.04245912134548
"228049_x_at",7.69511220329851,8.2866836352287,8.09525924493668,8.99942785561925,7.96240068687822,8.4943769042364,6.66743746488512,6.82141318618483,8.13196471226799,7.7883446102645,7.46782784886379,7.45091147689577,7.17129845829011,7.52280732412114,7.10792356645337,7.37034958329512,8.17202450685915,7.81575559439583
"235428_at",4.82828593407802,5.65350661949446,5.59845681347489,5.67591698787676,4.72281579781823,5.47786954677191,4.7508780490584,5.83026769488295,4.71646415020421,5.3078988415435,5.20161065181132,4.68776447230691,4.64995717533524,5.36671726468788,4.39202369633712,4.45414853223927,4.9959868466898,5.04394346183363
"236669_at",5.61039131017035,5.499967329157,5.26369799688947,5.43651791198137,6.11163218133563,6.78152337920682,6.49563569397663,6.48345251182305,6.5895558312392,5.25508913122411,5.28919620529595,5.37751709649396,6.46953640883394,5.18349911307028,5.58772462745891,5.6894397036294,5.58268196825537,5.32810010019701
"241353_s_at",8.71553719772828,8.50493271959797,9.08277138317987,9.06074783909466,8.48432200761839,8.87868344492505,7.97566488122628,8.0193369776011,8.82393475682874,8.86028446875048,8.32920816419236,8.33182149161496,7.97197324604452,8.20322323335137,8.15879849312655,8.15399374359919,8.20391803592203,8.50615293132765
"230279_at",6.67936430302214,5.56829450958945,6.32893287630606,6.19783892520006,6.46023518053642,6.13284722156567,5.27532158754552,5.16173873480671,5.8875536072965,6.59774206047035,6.25903413176283,6.28275861632544,5.69168746871326,6.66246547316768,6.46398011936111,6.39456164732314,6.03806734305388,6.42781140718745
"243813_at",5.00341405568761,5.368896977925,5.51137240001973,5.67809961287092,5.56564842777403,4.58272965965993,4.13225558813284,3.99508388728051,4.6026261587758,5.56132919019816,4.78984114723553,4.73704764129709,4.39861035371832,5.03696459828809,4.82872064584918,4.72279156421627,4.79901444733957,4.88206886849231
